,user_id,lexeme_id,n_correct,n_seen
360,u:hxnt,0d9244f805fd55af1281a1bcb1a2cba6,6.0,7.0
361,u:iYa6,5594b03119f7beb09faeab02bda34d19,5.0,5.0
362,u:bmiE,631d297c324518ea97ac01fd2abd6e46,85.0,96.0
363,u:hguV,7954dec7e1db52c3f3ff744944b673a5,2.0,2.0
364,u:ifsb,608ad881489ab4fa4117a91ebd83d502,7.0,7.0
365,u:iUQ,40bcc6d93c5f80a3cb4312461d7f2914,4.0,4.0
366,u:iNCe,ef1f94c0e977e97bd02772867e9110f1,4.0,4.0
367,u:iGek,b968b069e4e2c04848e9f8924e34c031,6.0,6.0
368,u:gzvp,fcc4527ba312832af9311118cfc7fa1e,7.0,7.0
369,u:iFWU,c3997eb2b150d2365a51e47d1c79fc21,2.0,2.0
370,u:h4T2,59c0b5acd6bc34ced372852c86fff52b,2.0,2.0
371,u:iUaV,75e3e0a3b4ec564501a936c4514bccbc,2.0,2.0
372,u:fIn-,930ddde2032f793642573f03dc198c9c,8.0,8.0
373,u:hlvV,375662ec82debfdebd8215b147848cc7,13.0,14.0
374,u:gJYF,ebc831d3a05751d0fbbd3495158aa038,1.0,1.0
375,u:iQzP,6d6841b5a0ea88d87c2a7b6eee95ab48,2.0,2.0
376,u:ibLZ,ea33cb20c4bf46c0913a66e0738b2eda,6.0,6.0
377,u:dn8A,04d4159accf9effa41f46a5d98d8b281,4.0,5.0
378,u:f-Jf,cdfecc9247566d40bb964a218c54c783,6.0,7.0
379,u:h66z,ce578fc45489d1d4f843ebeff64341ec,4.0,4.0
380,u:wTO,c9638fde26d91f010fed41a5438a0dca,12.0,14.0
381,u:hJXI,d3619a3e50c3b522703d66166855d3bf,5.0,5.0
382,u:iROt,c7f714b305e9a17ce7596cfc62b810c5,2.0,2.0
383,u:gfBV,f423850a19d3a8b7f7c206c2a9dfa733,7.0,7.0
384,u:iITj,5594b03119f7beb09faeab02bda34d19,2.0,2.0
385,u:eTja,2099dab843c707202dd04b1eb3348126,6.0,6.0
386,u:dlzC,f3c7297e32f4bf16d315ea5982e950c2,10.0,10.0
387,u:f9ri,b788f6341ae71b9e2b8132609644b175,3.0,3.0
388,u:iSiZ,c5a5d664ac5b4440b3da8613095dd840,3.0,3.0
389,u:iLM7,ac27565a93112c1330ca25bf8a0255aa,3.0,4.0
390,u:g8RW,8175fa18fce6929c8d75c1bd7cdd6437,3.0,3.0
391,u:h2_R,a380b9d0fea5e847ca9435940feb6f21,2.0,3.0
392,u:iJYb,151bdacf1c5d3f8f5b9e60b6eca8e4db,2.0,3.0
393,u:gZZJ,efc2c65bd3a2ab7e0e2d4db65e290699,9.0,11.0
394,u:iHED,b573a2ebb834b1346202143003738756,3.0,3.0
395,u:u7r,b8b55f8044c9109cc9c06da459568e7c,4.0,6.0
396,u:i8aq,46b112cd07fdcc98db8670a5d71c613d,3.0,3.0
397,u:fJgN,d7fb40fb9498b0a901f185457def18fe,3.0,3.0
398,u:hxQ2,f0dfe0a3acd6a6a42701c33e93ba29d9,11.0,12.0
399,u:iwFx,e03faef7df59e95e2d78e7baf3095ac4,4.0,4.0
400,u:jhr,0d2e5b33c5e57761872abf97ec9398e3,8.0,10.0
401,u:ffIX,a7476505f6fb5051fe12ef6630255d16,4.0,4.0
402,u:hdrp,dc1e5b7d01d76c0719ee823c6b9c5b1f,13.0,17.0
403,u:iPZn,842bf8157c0a8dad3262d43a13c8f089,3.0,3.0
404,u:iuXi,1a913f2ded424985b9c02d0436008511,3.0,3.0
405,u:hIL5,8cfd5ce084c04df391813f2f983b1b01,4.0,4.0
406,u:hhYh,1c57d56adf7785f7d386c522d8f25270,4.0,4.0
407,u:gsXQ,6fa3ec8c768011845413d4bc819d5d18,6.0,7.0
408,u:iGjy,698a096a49f8a164caa5dcbfad271fd8,5.0,5.0
409,u:g9Ei,cee314fa43551daf3690bb5cdda0bf23,8.0,10.0
410,u:ioCx,5657475bcd6493a5b51d4e54330261d1,3.0,3.0
411,u:iHil,764e3dc3b4ba7256526f0b66c33d778d,2.0,3.0
412,u:gSXW,b011cfb5fe75c6c239cac9a4d9c3949f,2.0,3.0
413,u:iP0T,3d69e78dafc9bb33f926626a63c580bb,2.0,2.0
414,u:fswS,ddd3e6bfdbd6f6b0affc34b882c93e06,2.0,2.0
415,u:henu,8c8952fbf398f996438f9fd5a27f9d38,3.0,3.0
416,u:hStr,a58c618617e9d8a574e44ea5f24f738d,5.0,5.0
417,u:swS,a52bc2771bde31d4d5e80bd29f350714,3.0,3.0
418,u:gtAN,7f2e344b7927040a85b8d0e7c009599b,2.0,3.0
419,u:f6NS,b22eb87b4356af2bed8c495d149921d1,2.0,2.0
420,u:fVRZ,b8b55f8044c9109cc9c06da459568e7c,6.0,7.0
421,u:i45j,ef1f94c0e977e97bd02772867e9110f1,3.0,3.0
422,u:du-x,f42865f53c4d50746ed9bb08fe1fdfd8,18.0,20.0
423,u:idWf,94ce583e381ddf3a295d51b9578fdfe5,3.0,3.0
424,u:iIwG,efc2c65bd3a2ab7e0e2d4db65e290699,3.0,3.0
425,u:i-I2,e792a1f3fae0d9cd3aed1456b9aba01d,2.0,2.0
426,u:hILv,e03faef7df59e95e2d78e7baf3095ac4,7.0,7.0
427,u:h8El,1bae0c85b056423560ddb9623f23773f,8.0,9.0
428,u:i4XN,86584daef5933b284384453795bbf0ed,4.0,4.0
429,u:fNxB,d2c150963a4dce17cf950c928d35ad9f,2.0,2.0
430,u:iBMZ,cee314fa43551daf3690bb5cdda0bf23,2.0,2.0
431,u:iZEY,f644e2ba492883cb5808c939c51c909a,7.0,7.0
432,u:R0r,5c95651f98dcb44a3bcddb5e8c276aac,3.0,3.0
433,u:fGYv,1bacf218eaaf9f944e525f7be9b31899,18.0,20.0
434,u:g5MC,065dcc8f1aea8654122bef6e29c890f5,4.0,4.0
435,u:hISM,4556e51486a9c3283d4863a13b326f48,4.0,4.0
436,u:hUyl,c00649d7a795a4ad88d646ecab3cc07d,16.0,17.0
437,u:iyEn,f254244207240db11107ffbe433d1e0e,3.0,3.0
438,u:jf9f,08dfcd4e6c86bb047be6dc84e77ed664,3.0,4.0
439,u:iWbK,c89921e78c6fb1e5017bc66f3cec0aee,2.0,3.0
440,u:hX3f,9c721e2b1d7684f800fd88c1e96aef8c,3.0,4.0
441,u:i1x_,c7f714b305e9a17ce7596cfc62b810c5,4.0,4.0
442,u:i8iE,f00cd5d54171096208a6a1e13ab02ab9,3.0,3.0
443,u:gtPk,928787744a962cd4ec55c1b22cedc913,8.0,10.0
444,u:fRNs,97410fd61b0182d806c67b43f7fad1ed,2.0,3.0
445,u:iogd,afbd69e17e52e35da5626c49ae3ca3ec,6.0,6.0
446,u:hDJf,f0018f1d6164d3c67265ca716588f7cb,3.0,3.0
447,u:cdHq,8eec7a2d53c083e7657ad6d2083e0ad8,4.0,5.0
448,u:bEBO,8e6df998cc5c26b86482a3040a5805e2,40.0,44.0
449,u:hDp4,65e39bd07057893f74d8db10b367f7aa,4.0,4.0
450,u:ivCB,7872afde4b6afddaad589ab644dd8d48,2.0,4.0
451,u:eSrD,e49d619c03e1983dd66630a73ece38ea,3.0,3.0
452,u:fHAV,179dc23eaea411d9839e3ec0ff7dfc15,4.0,4.0
453,u:hhbA,a296a278d774a2987ef34a4a463cbce5,7.0,8.0
454,u:iWNh,f3c7297e32f4bf16d315ea5982e950c2,3.0,3.0
455,u:ihrD,b8b55f8044c9109cc9c06da459568e7c,4.0,4.0
456,u:h0Uj,16f2acaffe30cb9a81f422674d398df4,2.0,3.0
457,u:hl8S,a631b8e67d1dbf4c94cc73644ddf2a56,11.0,11.0
458,u:haFo,65f61449087b9dbb2083da5a93210fd0,2.0,3.0
459,u:bm7i,0d7ce5a7bec9bfe876a8042abe8a2f7d,4.0,4.0
460,u:iWtl,2d0937077480a627a3973de2a1e4015a,2.0,2.0
461,u:dyWu,03a546003e03b545a6d419b6620b3749,593.0,655.0
462,u:ihj5,a81f7af9f3fc80526fd782001aa3614e,3.0,3.0
463,u:igvs,9905be99f2175243f6d835f9160ac9fb,2.0,2.0
464,u:jgDY,767fce885fae7a70ef9eab520d78f1bb,3.0,3.0
465,u:iHDh,14781b6bcfcfcaaf954edc771d25d8a4,2.0,2.0
466,u:gILw,582d6a3cf7b7d7d02eeadf9f382bb202,4.0,4.0
467,u:cVHO,5962a9679dc43d7036ae241fd9f56692,2.0,2.0
468,u:iTz5,84920990d78044db53c1b012f5bf9ab5,2.0,3.0
469,u:iqxt,ba0a3f9e43bfc46291ffe54c4ff1aa99,4.0,6.0
470,u:g_Jj,b43239f837356c525ca7d743d83fbf57,25.0,28.0
471,u:g01a,e7aeec5cc2404402bcded5cfc39e5ed2,2.0,2.0
472,u:h2WB,d4bd7c594a6591061547ec939ffa18d1,2.0,3.0
473,u:cS-T,0d9244f805fd55af1281a1bcb1a2cba6,18.0,20.0
474,u:hAOp,de64b0a3bb8cb9360e85a1a87d8c3c44,3.0,5.0
475,u:h3Sm,697673b545e387c2b01b113d062bc825,4.0,4.0
476,u:cM60,c40c892d01fbeed815dd898094254d2f,2.0,2.0
477,u:idr4,2bf969e8c0ed26432ed5fe08e4eafaad,4.0,4.0
478,u:gJsY,41db134d8af1c0610b0d926d8a53d01a,9.0,9.0
479,u:ijKj,603b7cd0d4d54eee91008645adccd258,2.0,2.0
480,u:hL-m,f644e2ba492883cb5808c939c51c909a,4.0,4.0
481,u:z73,b23179d4d2325444422b2bfc7f0c1775,3.0,3.0
482,u:hlGi,b2d23288ff0972123a68769dd30727eb,7.0,8.0
483,u:gt-c,97e922f780d628eac638bea7a02bf496,22.0,22.0
484,u:iZEr,6db9fb52d6b1c4c5be630498cdfcdc9b,2.0,2.0
485,u:fE7P,2d7715db3b4a525d703dee6e80e38c6a,4.0,4.0
486,u:ihnO,df4c239e57075ba1fe396e239c068811,7.0,7.0
487,u:Zbn,f3996a785b8d9fe04c44850c79a0a337,30.0,33.0
488,u:h1rY,80765ae2a08ba6812a4ab9df607b97d2,3.0,3.0
489,u:h6Nf,d2fd07337d16c1241feef18f2dbc3b07,6.0,6.0
490,u:8Ml,688bd653bbaa40e9a5a66b2b1aa5f7a4,2.0,2.0
491,u:i5gi,92545dc760008a4cdb29e841e6121952,3.0,3.0
492,u:iLC3,06874871aa89e0d5e6175cfd2c1a35c1,5.0,6.0
493,u:iNPS,1bc30b0015e62fd4b43a3fb59ad0a8ed,3.0,3.0
494,u:goVA,e734350b47fef261a55688a332f94859,4.0,4.0
495,u:drdU,ff340c09240b4617358d4dcb2cb46439,7.0,9.0
496,u:hHvg,e16c578226476ae646530b6356f9b0ad,9.0,10.0
497,u:fPTn,c5d8e931daa3b10d479f41fba0c57404,5.0,6.0
498,u:i7YH,bf608564b6e7c672a96cd7d1bb1d5f3f,3.0,3.0
499,u:gApi,733404922a439bcf40584b61a027a3f9,4.0,4.0
500,u:hr8a,fbf41b4660c01cda0b83542e6c7a3754,3.0,4.0
501,u:f4T-,08dfcd4e6c86bb047be6dc84e77ed664,20.0,21.0
502,u:iKSN,495f763ef6027e020c53431484aa5ede,3.0,3.0
503,u:iOrV,b974624f112084b39586380fe4aaf32a,6.0,6.0
504,u:ipYZ,60131921811cc603c6020e44443a5a2e,2.0,2.0
505,u:iGtf,dadb5aa7b2d284331cf888f00898224f,6.0,8.0
506,u:dEh3,5de541943c119590cd3b725f0882afeb,9.0,9.0
507,u:iyLc,b47c74e1c1cb30670320a9a09419bb61,4.0,4.0
508,u:fT-X,b1c947d2fa7094ad0565a325263ca4ae,4.0,5.0
509,u:ja0X,7d5c9c888f97a47883c8c0065efd1cde,3.0,3.0
510,u:hsP1,808d0c8ede6981e3d9a7a87153601e38,22.0,25.0
511,u:ikoW,a617ed646a251e339738ce62b84e61ce,2.0,2.0
512,u:fL9k,7a4e0c5345547c6e790a33b66ed3b820,2.0,2.0
513,u:dggy,87c450efea56f8f35f5ca4e48906a192,3.0,3.0
514,u:g40k,f371d52889e421e1444ae508be8e62ee,4.0,4.0
515,u:iaV9,d5efc552aaea3109eb5388aa1ec8673d,4.0,7.0
516,u:ib-B,aa94db3b587c7027e8505c25f6fc8ed9,18.0,19.0
517,u:h57x,dda9b889972c02fa83c00ee3bcd97f1d,4.0,4.0
518,u:ifox,f60ee6b7d89986645bdeb985d1f956cb,2.0,2.0
519,u:605,2c463db3713709064ef9df5e42f57c21,2.0,2.0
520,u:gQne,667fdc6bb6275508cd6eab426dfc4396,3.0,5.0
521,u:i21h,0d9244f805fd55af1281a1bcb1a2cba6,5.0,5.0
522,u:gESv,0dcc4c7c9c79430b1bde693c90c8a6b6,4.0,4.0
523,u:c9AB,4f84917ec8452ad34cf76c7bc101652d,5.0,6.0
524,u:gu4F,3d648b8db8bb6b1bc16c317f592a3ca5,5.0,5.0
525,u:iOJ7,4cf7cc58a60045f4396136f6368d8d41,8.0,8.0
526,u:hdqx,5789310b7fe0e0960b33a8d1f9e32d42,6.0,7.0
527,u:gdTN,e734350b47fef261a55688a332f94859,4.0,4.0
528,u:hAaW,edf5a0ef6c836c4df4f3b3de76ca63ba,4.0,5.0
529,u:g30N,70e79ed0b304a22a9b51cc3f26c36d73,15.0,17.0
530,u:gm9o,88bab26fb9946999418b19b66fec2a27,1.0,2.0
531,u:gJ_4,1a48d99e9b9ca07c8fbc7a16e4285aef,4.0,4.0
532,u:ip05,678bfa5d0ccd050c12395a792abaff12,3.0,3.0
533,u:gC3o,d08cf940a72a6e1df3a6ae6bbd9f100f,8.0,9.0
534,u:gG1H,fda174b61b0ed5e2eaa6deceae37f56b,6.0,7.0
535,u:gXZK,8768541c43aa0200e5631c60f8d8a435,1.0,2.0
536,u:i9Za,4fdaa498ad844fc4c7adf7ddac542751,4.0,4.0
537,u:g2MT,ef1f94c0e977e97bd02772867e9110f1,9.0,9.0
538,u:h3Mq,0466f54d69e71d498a406cfd76dd2902,4.0,6.0
539,u:gkKe,444d9b791951de06bd1b5662ac8aa643,2.0,3.0
540,u:i1WQ,1494e77424cccd4252c3865e5d635be7,2.0,3.0
541,u:gU7e,55662831392f8c4c6b5d72edb03a5697,2.0,2.0
542,u:fSeb,4223f27366fc70333225b9e2ec3d2a4c,6.0,7.0
543,u:d8Bv,b506511c51aa39e5e4590e7a150e1f55,5.0,5.0
544,u:g3KV,3629ee563c2d56a4869e100a38014108,4.0,5.0
545,u:i6bU,8eab218aee7c0dac90f093c855af968a,1.0,2.0
546,u:dmPq,059792ecc7e7fd5631eb704da89edc61,4.0,4.0
547,u:eJFF,142ad0f32d08728de0f9955df5b83f32,11.0,14.0
548,u:fSGx,967bfdb9d5180c33cfb21dca82034e85,3.0,3.0
549,u:ixDv,c2931f12f84e49c84d224cbbdc8a504b,3.0,3.0
550,u:hFxy,6eee7de1f58d4033e937386469f1a5ab,2.0,2.0
551,u:iGfP,bf608564b6e7c672a96cd7d1bb1d5f3f,3.0,3.0
552,u:MGA,f0dfe0a3acd6a6a42701c33e93ba29d9,4.0,4.0
553,u:f-Z-,d2526181b8925e173581ed17ec2974c6,3.0,3.0
554,u:fLEg,0ed4e535d399f10f462b2f1e51b97d3f,8.0,8.0
555,u:hSch,0c12f245654c58b47faf41e7c2f5963b,3.0,3.0
556,u:hsU2,08dfcd4e6c86bb047be6dc84e77ed664,5.0,5.0
557,u:iMOV,c2931f12f84e49c84d224cbbdc8a504b,3.0,3.0
558,u:dtH_,0a7ad985b6b19b5cfb4723f207220a3d,14.0,16.0
559,u:hQz0,037515befd981ed34099c6677b2831eb,3.0,3.0
560,u:e4kb,c7cdabd85f63506807f8d856897a2089,16.0,17.0
561,u:h0Vq,4452601308c9aeb4f25f01fb6710ed16,4.0,4.0
562,u:cRcY,165dc4d4b42c9d825cb913541fdd09a7,4.0,4.0
563,u:gPQI,32366c8041c7f8da8cb1739b6d738ea2,3.0,3.0
564,u:ijb1,b838f789252678299b0413df4b3d0ad9,2.0,2.0
565,u:iep5,a631b8e67d1dbf4c94cc73644ddf2a56,2.0,2.0
566,u:BTM,158491ff8c9c7e3c8d36b78533c08e32,11.0,13.0
567,u:gxhe,65e39bd07057893f74d8db10b367f7aa,5.0,6.0
568,u:i2js,3d65e220a74477fe08facff1a0d9a303,3.0,3.0
569,u:iD2-,f804038329c1d0fe7a0a42c5f38b2081,2.0,2.0
570,u:iZiu,cb9b44daeb2fd896731bcdef127db8c3,3.0,3.0
571,u:is0k,40bcbd8339eeae2ed5ee89caf5c517c5,4.0,4.0
572,u:hUNI,d5ee6d52760e6e96070c5464cbf45a32,3.0,3.0
573,u:iqno,acdfa756d73b89b55e36ef3203f6d2f9,2.0,2.0
574,u:jaFy,e296b8e7737593b36ec7583275c790fe,3.0,3.0
575,u:iXJa,1bae0c85b056423560ddb9623f23773f,4.0,4.0
576,u:hoeF,1bacf218eaaf9f944e525f7be9b31899,2.0,4.0
577,u:i1oZ,930ddde2032f793642573f03dc198c9c,5.0,5.0
578,u:e_jg,3d69e78dafc9bb33f926626a63c580bb,4.0,7.0
579,u:i5D1,0a7ad985b6b19b5cfb4723f207220a3d,3.0,3.0
580,u:gvwx,c032182c0ffb744c963ec83c937a26f4,2.0,5.0
581,u:iUng,f6554eb5c95f946d92b2bea7357e2980,4.0,4.0
582,u:hH59,306560d6f47275980bdfc69f8f338552,19.0,20.0
583,u:h4wK,74b2ac77cf1b5c548dee1241dd3667b9,13.0,15.0
584,u:ieD9,0a52088d18aec8e72c64d9b94f778443,3.0,3.0
585,u:gF9u,d08cf940a72a6e1df3a6ae6bbd9f100f,6.0,7.0
586,u:fVt3,a296a278d774a2987ef34a4a463cbce5,12.0,12.0
587,u:ihEV,51fb73a04c05d6b9cc036aafd897a0ec,7.0,9.0
588,u:i1-1,35a54c25a2cda8127343f6a82e6f6b7d,2.0,2.0
589,u:jcVo,1bacf218eaaf9f944e525f7be9b31899,4.0,4.0
590,u:g2R-,407daf9da97cfb4740b459d4bb1cead2,4.0,5.0
591,u:cLRN,d42adb3343d855fa2a1e94295a90c6dd,2.0,2.0
592,u:fft-,2199c2e34a246811ededdd765f1933ce,6.0,6.0
593,u:iO8p,33a7fd42f74b2d2b1110f1b0c8b6db38,3.0,3.0
594,u:inp9,31fb31a4af2ad58c03d9b62222734768,10.0,10.0
595,u:heBL,dcbb39da34ccc1a64950c405769376b6,2.0,2.0
596,u:ilrY,099dfb07f4ace185b82838c1fb5781ff,2.0,3.0
597,u:hQGZ,b1d3871dba0a2308fe90d9ca2d20de4c,3.0,3.0
598,u:idRl,c7cdabd85f63506807f8d856897a2089,11.0,11.0
599,u:gS33,ccacc503fbab964215a09975ded9052f,10.0,10.0
600,u:gfhl,35f14d06d95a34607d6abb0e52fc6d2b,11.0,11.0
601,u:hKQ_,ba88540d7ce79d5bf8353405fd321f0a,11.0,11.0
602,u:fukY,f3996a785b8d9fe04c44850c79a0a337,29.0,34.0
603,u:iFBf,de9ac0fd40e72b12722faf6c89faef22,2.0,2.0
604,u:iFPk,375662ec82debfdebd8215b147848cc7,4.0,5.0
605,u:iU9M,81fe07635e2aa79cd36709cf1bdd81be,3.0,3.0
606,u:iPWK,5e56b2dcc7cdc8f6cd58854622b45643,4.0,4.0
607,u:fPay,0f74821da4122d27786204db337aa795,5.0,6.0
608,u:bN6B,710b68d3c21cf9ac44218b554a5360dd,4.0,4.0
609,u:iz1r,cd6d617c7071b0bb4b0863ab14ff6d80,3.0,3.0
610,u:iZtf,c52ab45d4e22ee7580041911159e3c0c,5.0,5.0
611,u:cle9,827a8ecb89f9b59ac5c29b620a5d3ed6,16.0,16.0
612,u:gEtm,65f61449087b9dbb2083da5a93210fd0,8.0,9.0
613,u:hMYA,58dc623cb7357e51b20768411843bde1,12.0,12.0
614,u:i1wb,2179fd8c281cec0879b28ef81510bf9d,4.0,5.0
615,u:h4Q9,6cc49d5b8f241ff0b5f3e4278c9e80a0,3.0,4.0
616,u:bLff,68fde38df89a19739cdd431bb965ff3d,4.0,4.0
617,u:iAid,2cfd02f553e5be68f981a8864f6f8964,3.0,4.0
618,u:cifz,cb695e9d5004ede9aab7925bf0fc5de5,13.0,15.0
619,u:eY8y,45b3b756380a85c42675d5fd64a4e432,10.0,11.0
620,u:eLWd,310ffb7c85104b11d7c9c13db24759d1,5.0,6.0
621,u:cTAd,4e6eee1689a883a483fe26c82d14e8c9,4.0,4.0
622,u:iis9,65e39bd07057893f74d8db10b367f7aa,4.0,4.0
623,u:iDRp,547bb1812414cec172b0afef5ca93fce,3.0,4.0
624,u:hot,4937fee957d27374da32a2c89498b1fc,3.0,3.0
625,u:eCJc,8bd6d060bb604e17c936418f835d87c8,12.0,12.0
626,u:iZSF,94ce583e381ddf3a295d51b9578fdfe5,2.0,2.0
627,u:iG3P,31e86107dcea77c58fdcb216163080df,5.0,8.0
628,u:ieWW,fd4fdcf2b405811203e523f09c95a6ce,8.0,8.0
629,u:iJCV,4e2d55b6054492c18e7c6090bf577d6d,3.0,3.0
630,u:igob,7954dec7e1db52c3f3ff744944b673a5,2.0,2.0
631,u:h0as,0cf63ffe3dda158bc3dbd55682b355ae,20.0,21.0
632,u:f-Z-,4862a6cdadb27edb454e7f62844595eb,6.0,6.0
633,u:gEAj,f371d52889e421e1444ae508be8e62ee,4.0,4.0
634,u:gLn7,466dbe6ebf09c955f07ce13f004e56ff,4.0,4.0
635,u:gIgH,527fae6cb0075a56ce0648ceb292bc55,3.0,3.0
636,u:i4rX,74006bc05725c2d7fa3c04e0785513a7,2.0,3.0
637,u:gmlN,7444d5431007be3aea7a3af966b40428,3.0,3.0
638,u:h5BM,c89921e78c6fb1e5017bc66f3cec0aee,2.0,3.0
639,u:iD-X,bb8d16a1da003f3cbc62262b57496bf0,4.0,4.0
640,u:iD-v,b573a2ebb834b1346202143003738756,4.0,4.0
641,u:iSrT,e83432c98b3619a933438e9300467491,4.0,4.0
642,u:f2jG,6c4b6cb8dc7b3376d0357fdea4ffa8ff,4.0,4.0
643,u:iMp5,bafb877aee1957b5412d184139ae00a9,2.0,2.0
644,u:fM8u,faa6fd18132b358958e440322ee82b4b,6.0,7.0
645,u:i5c9,b314eb04f77f9a6f277a4f6546d51287,18.0,19.0
646,u:fai2,d94aa893b5c536f2a4664637d9bec191,3.0,3.0
647,u:cObm,139766d14e48fe6a5e9182e27ae7aa0b,4.0,5.0
648,u:fM65,c7f714b305e9a17ce7596cfc62b810c5,3.0,4.0
649,u:isYp,653d29704b56b4a27be6b89f0a64453e,2.0,2.0
650,u:hAt-,12157a474f4722909b9a08dc004b8e2d,3.0,6.0
651,u:iPc-,23aea42a8b66fbbca4b27c4d93ae385b,5.0,7.0
652,u:iLPP,961323e510456613053547d6acee68aa,2.0,2.0
653,u:cn0p,52d4c71b837df8530f66d8c243eb13fc,4.0,4.0
654,u:N2m,698a096a49f8a164caa5dcbfad271fd8,4.0,6.0
655,u:im8C,e1cb11fdf2945f82d2b10832bbc6e6dc,3.0,3.0
656,u:hVc7,7b2e60314cad24be935a55062cb7f65e,4.0,4.0
657,u:i7Iy,827a8ecb89f9b59ac5c29b620a5d3ed6,4.0,4.0
658,u:goA,1837362ea5fab46b023c87a9c85b80f9,2.0,2.0
659,u:itYg,6b4ac7ed7cae8cd551c71d1a5b0aedc4,2.0,2.0
660,u:iGed,768f89b2bf27a38b8ae3e9ac849f5576,3.0,3.0
661,u:iQaU,16f2acaffe30cb9a81f422674d398df4,5.0,6.0
662,u:gB-A,668a0288e4db47a03e78c8d660e2b7ad,3.0,4.0
663,u:iDyE,b5703f031d95869a0e1145e2ac6fbc6c,7.0,7.0
664,u:i-2v,d94aa893b5c536f2a4664637d9bec191,3.0,3.0
665,u:imzO,0bc5f4a19bfb7338b2b821e211ee2dde,3.0,4.0
666,u:ja-Q,65e39bd07057893f74d8db10b367f7aa,3.0,3.0
667,u:gd5S,cf21eeedcb9627d0d657b958b45d1e2b,6.0,6.0
668,u:dx2l,03d7fda701ab630433755ed059a3d723,4.0,7.0
669,u:gLc5,e4a6c5abe9f3911c324195b06bebc3c1,4.0,4.0
670,u:qJD,154c7f94dd51181786bb8b138547e1ac,2.0,3.0
671,u:jfxD,dadb5aa7b2d284331cf888f00898224f,3.0,5.0
672,u:h7m-,fcc4527ba312832af9311118cfc7fa1e,5.0,5.0
673,u:gkRW,78eb0de881ebd07dc1845943bcb9b023,7.0,7.0
674,u:hl6Z,4fcb6bb8e44d7b618999721071862827,2.0,3.0
675,u:g--x,e284fa5a944ba7b8793e20a26cffc281,9.0,9.0
676,u:iOi-,653d29704b56b4a27be6b89f0a64453e,3.0,4.0
677,u:hZXe,41ba24ffb11fd09f5fc715d39cc6c1ea,8.0,9.0
678,u:df_9,92a1958cff9926895affe7af378f53fa,7.0,8.0
679,u:in3P,74006bc05725c2d7fa3c04e0785513a7,4.0,4.0
680,u:c4Ke,2c8795e15c8b0b2a5f050de8612b2e12,8.0,8.0
681,u:kBe,bc4cfc44f8c83e308f291d83b95a5771,4.0,4.0
682,u:iq1p,59d202d136b23e429499a13e70067cc0,2.0,3.0
683,u:iM6x,377699e4304a7c075e5a30cc1630d293,4.0,4.0
684,u:i38O,5594b03119f7beb09faeab02bda34d19,2.0,2.0
685,u:ist0,59d202d136b23e429499a13e70067cc0,3.0,3.0
686,u:gkHE,5553a0dd1adb8ab01dcff49a7a2190e0,6.0,7.0
687,u:iP3U,733404922a439bcf40584b61a027a3f9,2.0,2.0
688,u:iuO0,9eaf763f2e18226379e5dbfac1c50376,3.0,4.0
689,u:cpk2,4e6eee1689a883a483fe26c82d14e8c9,5.0,6.0
690,u:iDkW,e7664931db39d9be2d8f6ecd2c0e004e,3.0,3.0
691,u:illt,797df85fa241f274d166630d082e6db3,4.0,6.0
692,u:gzqO,44f26aab67fa8b66afc212eb483c6739,5.0,8.0
693,u:hD8p,5ed55ec92cea6a460d958312209ea9f2,4.0,4.0
694,u:AvA,7a09c4adc45ecc849dd917220c1306bf,4.0,5.0
695,u:ijPy,df596181b00bdb1ecec886e881e434a2,3.0,3.0
696,u:indB,a3cf16fca592d0c4af6d44b6e3abb11b,8.0,8.0
697,u:fKC8,4d2509dacbcc90cddac88cb840fc1dd3,5.0,10.0
698,u:iEQa,08dfcd4e6c86bb047be6dc84e77ed664,4.0,4.0
699,u:hj_H,bd51ddeb540514b183c538b3a79cb7a4,6.0,6.0
700,u:f-LA,827a8ecb89f9b59ac5c29b620a5d3ed6,55.0,65.0
701,u:e_PW,b493941dee612f9cb734318c210ab257,2.0,4.0
702,u:iUnK,69939ce6f88c820dfcbeb8ebb1379023,4.0,4.0
703,u:ihWU,3629ee563c2d56a4869e100a38014108,3.0,3.0
704,u:gT0,651e525355a96d12b1789b8c544a7678,2.0,2.0
705,u:iQI1,ee83763629a0d5a538c07e65bfd65593,2.0,2.0
706,u:hqtH,ede6ab035e42c5f5523c73f955f036ac,3.0,3.0
707,u:hWKP,22e3fc5f089cf47dae927dfddcce2844,3.0,3.0
708,u:e1PP,a6f949fa049279ad56980bfe6cf500f4,4.0,4.0
709,u:iT9p,d6e1fec0bdd8524c85b360010522b7ed,3.0,3.0
710,u:eKp3,5c7ea67876ecc95f79b3ceaf699cd7d2,2.0,2.0
711,u:hE1f,cdfecc9247566d40bb964a218c54c783,5.0,5.0
712,u:gW6o,6d67c94cb5df94bae1d8f5f101db72a7,4.0,4.0
713,u:hE7b,bfb6c681b3a663e8586cb4b875e80ea2,5.0,6.0
714,u:igAg,2b0972f94b2b020542e239219cc9f9ff,2.0,2.0
715,u:iHcb,631d297c324518ea97ac01fd2abd6e46,1.0,2.0
716,u:i6c4,c9fb923e49d5cba24b5afb9ee1cff2a9,2.0,2.0
717,u:gbKW,ba02d44835763e99e1835dc3cc75f60b,5.0,6.0
